,product_name,reviews,rating
817,Cabernet Sauvignon Lot NV,Dark color. Blackberry and spice. Strong oak but well integrated oak tannins with a great flavor profile. Great buy for the price.,4.5
818,Cabernet Sauvignon Lot NV,"
1 Mind blowing
1.5 Undrinkable
2 Would not drink again 
2.5 Wine
3 Good wine
3.5 Would buy again
4 Would recommend
4.5 Almost perfect
5 Mind blowing",4.1
819,Cabernet Sauvignon Lot NV,"Really good, enjoyed before dinner with smoked Gouda wine chips. Easy drinking, particularly for a cab I guess. 

Turns out BW doesn’t like it?",4.5
820,Cabernet Sauvignon Lot NV,"3.9
A mini-Camus. Muted nose, but a nice non-vintage wine. Dark fruit and bitter chocolate notes. Excellent wine for the price. ",4.0
821,Cabernet Sauvignon Lot NV,"Big and bold California cab with blackberry and light raspberry through the mid-palate. On the backend, some sweet spice (primarily clove). Full-bodied and smooth. ",4.5
822,Cabernet Sauvignon Lot NV,Wow. So I was blown away by this wine. And found out it was only $21. It so soft and subtle but yet bold. Easy bottle to open for a large dinner party. ,4.5
823,Cabernet Sauvignon Lot NV,"Ripe dark red fruits, vanilla, luscious, smooth, very fruity sweet on the palette, spicy after, licorice, black pepper, blackberry, hints of oak, ripe red cherries",4.5
824,Cabernet Sauvignon Lot NV,"Fruit forward with notes of leather and ripe black berries. Not overly acidic, but with some mouth feel. Tastes like raspberries and mushrooms. Great with a steak. ",4.3
825,Cabernet Sauvignon Lot NV,"Just a ymy, jammy delicious wine very fruit forward blackberry and cherries Very easy drinking smooth cab by Chuck Wagner will definitely buy again from Sendiks",4.5
826,Cabernet Sauvignon Lot NV,"Yeah, it’s Caymus, which doesn’t necessarily mean a great wine.  But for this price, WOW!!!!  Just a easy drinking Cab.  Don’t put it in the cellar, though. ",4.5
827,Cabernet Sauvignon Lot NV,"FS: Jamey like a Lodi not my flavor.
C: I really like this one. It was my fav @ wild crush. Was Aaron and Kara’s favorite. Tried it at Wild Crush. ",4.1
828,Cabernet Sauvignon Lot NV,"Bonanza Cabernet Sauvignon
Wonderful Fragrance, Sweet, Vanilla, Chocolate, Coffee, Blueberry, Complexity M, Intensity M+, Length M+, Full Body, Well Balance.",4.5
829,Cabernet Sauvignon Lot NV,"Dark ruby in the glass, red fruit, cherries, pepper, Oak.
Dry, moderate tannins
A wine to enjoy with or without food.
Very enjoyable wine.",4.5
830,Cabernet Sauvignon Lot NV,"Great California Cabernet!  Notes of blueberry, overripe plum, blackberry, oak, vanilla, black cherry, and a touch of baking spice.  Perhaps a slight hint of licorice.",4.5
831,Cabernet Sauvignon Lot NV,"Vanilla, cherry, blueberry, and graphite on the nose. Oak, dark cherry, and vanilla with a hint of clove and baking spices on the pallet. Great value.",4.5
832,Cabernet Sauvignon Lot NV,"A great California cab from Chuck Wagner. What can you say? Delicious easy drinking, smooth, great fruit. Enjoy with friends and food.  Not too dry. Lot 3.",4.5
833,Cabernet Sauvignon Lot NV,"Leather and black fruit on the front of the palette. Tobacco and licorice towards the finish, medium tannins and fairly juicy. Excellent cab, well balanced and an incredible value for the price. ",4.5
834,Cabernet Sauvignon Lot NV,"Very smooth, fruity almost sweet.  Spicy after a short beginning leading to a long finish, holding the spice and a slight dryness.  Great alone but would pair with any food I think.",4.5
835,Cabernet Sauvignon Lot NV,"I mean damn,  19 year hotel front desk girl poured it, I asked, is it good, and she said?  I can't drink yet. It was damn good.  Damn good Hyatt Place Bar wine and I'd buy again. ",4.5
836,Cabernet Sauvignon Lot NV,BOLD. Hits you immediately with notes of blueberry and blackberry. Finishes with a good combination of oak and vanilla. Great wine,4.5
837,Cabernet Sauvignon Lot NV,"Blackberry vanilla exceptionally smooth and fruity. For under $25.00 this is hands down one of the best cabs to buy. Let it decant for an hour or more, and it becomes out of this world",4.5
838,Cabernet Sauvignon Lot NV,"Smooth fruity sophisticated goodness. Excellent balance of fruit forward, robust round tannins, with a glint of acidity. Cherry, plum, oak, smoke",4.5
839,Cabernet Sauvignon Lot NV,Very blackberry and dark fruit forward.  Extremely smooth finish and a great wine.  Had it with a nice T-Bone and it was awesome.  And of course we had to go with a nice RED for Canada Day!!! 🍁🍁🍁,4.2
840,Cabernet Sauvignon Lot NV,I enjoyed this wine immensely. It is definitely worth the value considering it is from Wagner. Bold and dark. Had it with a grilled rib eye and it really brought out the flavour. ,4.5
841,Cabernet Sauvignon Lot NV,An excellent wine and a real find for the price. A very smooth Cab from the Caymus Vineyard and it can be paired with many different foods. I would certainly buy more of this wine.,4.2
842,Cabernet Sauvignon Lot NV,"Very good Californian Cabernet Sauvingnon. Deep ruby color,  very aromatic that is classical for the hot climate. Blackcurrant notes, oak after aging in barrels. Highly recommended ",4.2
843,Cabernet Sauvignon Lot NV,"Amazing value (would pay three times the price for it), well balanced flavor. Could drink all day everyday with or without food. I need more immediately. ",4.5
844,Cabernet Sauvignon Lot NV,Wonderful Cabernet Sauvignon from California from the makers of Caymus . Big red but smooth as silk. Dark fruits with a hint of vanilla. A great wine at this price. ,4.5
845,Cabernet Sauvignon Lot NV,Always consistent 😍😍😍😍 and delightful vanilla oak baking spice cheese butter minerals pencil shavings graphite crazy range of aromas 🙌,4.2
846,Cabernet Sauvignon Lot NV,"Wow, what a surprise.
I took off half a star because I feel the label does this wine no justice.
Full bodied, warm vanilla tones, rich red-berries & black fruits. Paired perfectly with beef tenderloin.",4.5
847,Cabernet Sauvignon Lot NV,At a wonderful fundraiser we enjoyed this libation again. Lot 5 was equally enjoyable as my last tasting of Lot 3.  A bold nose of oak and sweet earth aroma was followed by a middle of cherry and blueberry.  The ending was flavorful with lingering plum and hints of chocolate.   A must try especially if you can get for a about $20.  Give it a go!  Cent ‘ Anni! 🍷 ,4.1
848,Cabernet Sauvignon Lot NV,"To be clear: This IS NOT: “look at me! I can buy a $100 bottle of wine!” This IS: “I like wine. I like to drink wine.” Chocolate cherry blackberry smoke. Crowd pleaser. Share with friends. Easy to enjoy. “Drink some wine, walk around a bit more, eat, and repeat. See? It's easy."" The late Anthony Bourdain. Our ratings:3: we drank it. 3.5: we drank it and it was ok. 4: we drank it and we would gladly drink it again. 4.5: we drank it and will buy it again. 5: we drank it, loved it and would buy at any time. ",4.5
849,Cabernet Sauvignon Lot NV,"First tried this one at a wine tasting 2 years ago and couldn’t get a good read on it.  Gave it a second chance and glad I did.  Wagner family affordable label and it didn’t disappoint.  Definitely can taste the Caymus influence.  Color is deep ruby.  Nose is blueberry.  Vanilla, chocolate, blackberry, cherry on the pallet.  Full bodied, lush and soft tannins.  4.5/5",4.5
850,Cantine di Ora Amicone 2017,"Really good value for money! Cherry and oak, and chocolate. Sweeter finish. Vintage 2016 and 2017 are truly 4⭐️. We’ll meet again!",4.0
851,Cantine di Ora Amicone 2017,"Ruby red. Full bodied. Medium soft and sweet. Some dryness. Smell of raspberry. Taste from Chocolate , plum, strawberry and tobacco. Nice!!",4.0
852,Cantine di Ora Amicone 2017,"Just as good as last time - works splendidly on its own on a bit colder summer evening. Sweet plums and even dried fruit, complimented by vanilla and a tad of oak. ",4.0
853,Cantine di Ora Amicone 2017,"This was nice. Soft and smooth. The nose was forest fruits, blueberry, tangerine peel, clove. Palate showed blueberry, cherry, chocolate and prune. A bit sweet, in a good way.",4.0
854,Cantine di Ora Amicone 2017,"Delicious and easy! Sweet cherry and warm oaky aromas. Rich and vibrant with a soft character. Enjoyed this one with smoky barbeque: lamb, halloumi, sweet pepper and zuccini. Good match.",4.0
855,Cantine di Ora Amicone 2017,Huge value at the Pelican Club in New Orleans! Underwhelming nose but pronounced red and black fruits with a nice finish. Second bottle was allowed to open up and it was great!,4.0
856,Cantine di Ora Amicone 2017,"Misschien wel iets te veel  plum cherry vanilla chocolate maar great value for money dicht hem zo fors hogere prijs toe zeker na uurtje open stuk milder neigt bijna naar 4,5 *",4.0
857,Cantine di Ora Amicone 2017,"Enig, en god firer dette! Funket til moussaka og indisk dhal 👍 cherry vanilla plum blackberry leather black cherry pepper dark fruit tobacco blackcurrant earthy smoke black fruit red cherry allspice ",4.0
858,Cantine di Ora Amicone 2017,"Deep color; concentration evident in the glass and mouth from the grape drying process. Plum and light spice in the nose. Pretty mouth-filling and soft with harmonious cherry and dark fruit blends. Gentle acid and bite in the finish; a good balance with food or by itself. More generous than many wines at this sub $20 price, but not yet complex.",4.0
859,Cantine di Ora Amicone 2017,"Very good 100% Corvina, deep garnet, ripe blackberry and currant, this was opened 1/2 hour so tannins have softened, nice spice on the nose and a spicy finish, great value and recommended for Italian food.",4.1
860,Cantine di Ora Amicone 2017,"I've had this one lying around for a while in expectation to be disappointed. It was actually a very interesring experience: a strong taste concentrated in the front of the tongue, but not felt anywhere else in the mouth (Is there a term for that?). It gave the wine an ephemeral and light feeling. ",4.0
861,Cantine di Ora Amicone 2017,"Great price quality ratio. A great match for a casual pasta bolognese dinner. Lots of red fruits, raisins, vanilla, milk chocolate. Well balanced with good acidity and pleasant tannins. One of those to always have in the cellar.",4.0
862,Cantine di Ora Amicone 2017,"Dinner last night at my favorite neighborhood 🇮🇹 restaurant down the street. Bright ruby color, smoky aromas of sweet tobacco spices black cherry raisin chocolate oak and raspberry. On the palate cherry blackberry chocolate raisin leather oak and spices. Medium bodied and on the sweet side with medium tannins and medium + acidity. A bit young and needed some air, I think this one would benefit with some more age. Paired with multiple red sauce based dishes 
Photos on Instagram 📸. 
Cheers all 🇮🇹🍷😎",4.0
863,Cantine di Ora Amicone 2017,"Interesting Amarone “wannabe” or I do not give a f***

Deep ruby, medium aromas of cherries, plums, some vanilla. Dry, medium acidity and tannins, high- alcohol, full body. Some smoke and leather, long finish. Very good wine and great value for money.",4.0
864,Cantine di Ora Amicone 2017,"An interesting nose of fig, dark cherry and strawberry. Ripe berries come through on the palate along with some spicy sweetness and oak with hints of dark chocolate at end - pretty consistent with winery’s and others descriptions. Well balanced light-medium tannins. Decanted for one hour. Started at 3.5, but grew on me with time ... and sips (3.7). ",4.0
865,Cantine di Ora Amicone 2017,"Today I have been rating wines for 2 years! What a journey it has been.

Had this one as a bottle a couple of years ago and now as a bib 😱! Its easter and all the kids are off from school so who can blame me!

This one is rather good. Purple red with dark berries and plum on the nose. Balanced and medium bodied with blackberry, vanilla, plum, raisins and chocolate mocca on the end. Quite soft finnish with hardly any tannins. 4🌟",4.0
866,Cantine di Ora Amicone 2017,"Nose: very subdued. Faint hint of raisin or prune. Taste: Medium to heavy tannin. Plum skin. Pomegranate. Long low acid, high salt finish. A solid 4.0. Initially tried this one by itself. It really pops with some manchego cheese. ",4.0
867,Cantine di Ora Amicone 2017,"I definitely enjoyed this 2017 vintage wine out of the Veneto region of Italy.  Its bouquet was slightly off in my opinion, but the taste, once on the tongue, more than made up for the bouquet.  Had the bouquet been more pleasant, I probably would have given this vino a 4.5.  Overall, this wine is of medium body, smooth, with hints of plum, oak, and dark chocolate. Tannins show a touch after its finish, but rounds out this nice red wine. 🍷🇮🇹  Worth trying... a definite yes!",4.0
868,Cantine di Ora Amicone 2017,"Surprisingly good for the price. I think that it helps that it’s a 2017 in 2022. Lots of nice umami secondaries: chicken broth, Italian herbs, bay leaf, lamb. Complex. Not big in the mouth, but very balanced, with adequate fruit (currently) to round it out. Not thick or overdone. Good enough to drink on its own. 4.0 woofs = Excellent, as I’ll likely buy more. But do drink it up soon. Value.",4.0
869,Cantine di Ora Amicone 2017,3.8 ⭐️ Corvina on its own gives us the medium bodied and smooth Italian.  Tart red fruit notes with balsamic tones it’s fair tannin and acidity keep the wine balanced. Available online  at Vivino for $16.94,4.0
870,Cantine di Ora Amicone 2017,"Full day’s work, spent the evening digging in the garden. Now some jazz, good cheese and... wine! By now anything red tastes wonderful, but this bottle was really nice.",4.0
871,Cantine di Ora Amicone 2017," Very dark red color, middle body, plum and vanilla by nose, to that plum oaky taste with chocolate ending. To beef this is great, be quick than not late :)",4.0
872,Cantine di Ora Amicone 2017,"Good wine though lacking character... Red fruit and some black fruit, blueberry hints, slightly spiced, some pepper, maybe anise flavors.",4.0
873,Cantine di Ora Amicone 2017,"Round but fine nose, medium body with frosted white plums, some herbal notes.  Smooth but good complexity and layers. ",4.0
874,Cantine di Ora Amicone 2017,"This is a nice wine for the price. Cherries, tannins, fruit. Full bodies and not too acidic. But again. ",4.2
875,Cantine di Ora Amicone 2017,"Oak, red fruit, notes of blackberries, nice tannins, and great acidity to match rich dishes.
Good wine ",4.0
876,Cantine di Ora Amicone 2017,Passion fruit and apricot. Oak.   minerals. Very nice white wine for this price. Excellent with seafood ,4.0
877,Cantine di Ora Amicone 2017,"Smoke ma’ nose! Fairly sweet, black opaque, brown, red color. Thick! Barreled, beautiful and affordable corvina!",4.0
878,Cantine di Ora Amicone 2017,"A bit sweet, with a warmth that’s very pleasant. Reminds me a bit of mulled wine. Dried fruit, vanilla and raisins. ",4.0
879,Cantine di Ora Amicone 2017,"A pleasant taste of raspberry combining acceptable volume of alcohol with a bit almond in nose. Good pricing beside old fashioned bottle, but who cares.",4.0
880,Cantine di Ora Amicone 2017,"Aromas of raisins, tobacco, flavors of pepper, black fruit, moderate tannins. Long finish",4.0
881,Cantine di Ora Amicone 2017,Black fruit. Smooth nice colored red wine. Hints of pepper and vanilla. Long after taste,4.0
882,Cantine di Ora Amicone 2017,"Coffee, pepper, cranberries",4.0
883,Cantine di Ora Amicone 2017,En god 4’er. Parra til risotto. God mætch ,4.0
884,Cantine di Ora Amicone 2017,Wow impressive for the price ,4.0
885,Cantine di Ora Amicone 2017,Pretty good  chocolate vanilla cherry,4.0
886,Cantine di Ora Amicone 2017,"Tasty, long aftertaste. Red fruits and a fine taste of tannins",4.0
887,Cantine di Ora Amicone 2017,Impressive.  Will only get better,4.0
888,Cantine di Ora Amicone 2017,Raisins and slight oak with some earthiness. A unique wine with interesting notes. ,4.0
889,Cantine di Ora Amicone 2017,Delightful wine! Rich and bold. Not super dry. No fuzzy head next morning (lack of sulfates?),4.0
890,Cantine di Ora Amicone 2017,High alcohol. Very light nose. Medium tannins. High acidity. Dark currant color. Light body. Oak.,4.0
891,Cantine di Ora Amicone 2017,"Structured, refined, very good. ",4.0
892,Cantine di Ora Amicone 2017,"Not as great as expected, more like 3,75",4.0
893,Cantine di Ora Amicone 2017,full body chocolate and cherry,4.0
894,Cantine di Ora Amicone 2017,Smooth and well balanced Veneto red wine. Good value,4.0
895,Cantine di Ora Amicone 2017,Medium body and length. Harmonic. Semy spicy end. On the nose liquorice and red fruit. ,4.0
896,Cantine di Ora Amicone 2017,"Surprise find at Whole Foods. Deep, rich chocolate, nutty and some tanins .",4.0
897,Cantine di Ora Amicone 2017,Smack my bitch up,4.0
898,Cantine di Ora Amicone 2017,"Bold, high tannins, long finish",4.0
899,Cantine di Ora Amicone 2017,"4.2 Nice one with chocolate, cherry and plum. Also oak vanilla tobacco",4.0
900,Cava Gran Reserva Brut Nature Reserva de la Familia,"3.9...

Nice, complex, and very drinkable Cava. Notes of lemon, clay, and yogurt. Fine bubbles and a sparkler that’s light on it’s feet.",4.0
901,Cava Gran Reserva Brut Nature Reserva de la Familia,"Clean, crisp, delicate and tasty. This Cava is so easy to drink, very accurate notes of grapefruit and bitter herbs on the palate. Very tiny bubbles  quite smooth on the palate. It has a high acidity 
And a very long finish ",4.0
902,Cava Gran Reserva Brut Nature Reserva de la Familia,"Medium gold. Good streams of small consistent bubbles. On the nose, creme brulee, 5-spice and wet stone. Dry, medium (-) acidity, medium alcohol. The soft texture and mid-length sparkle is followed by red apple, citrus, almond and hints of tea. 

This is balanced, has good complexity, quality bubbles and length. Great cost/quality ratio here for $20. 4+",4.0
903,Cava Gran Reserva Brut Nature Reserva de la Familia,"# bubbleslutting summer ‘18 and the
 “ 🏃🏼 run for wine 🍾 “ summer ‘18 continues for me 
Two good traditions.   European style 🥂 after an early morning run 🤣.  Nice with 🥞 
Vivino tells me only my second cava ( XMP 🍇).  12,000 vivino say 3.9.   Whom I to disagree?
Summer in a glass.  Happy 🍑 and warm nectarine greet the toasty bread notes.  Bubbles dance on the palate with ease; acidity refreshing.  Finish has a chalky earthy citrus note.   All works.   That’s a good way to start your day.   ☀️ ❤️ ",4.0
904,Cava Gran Reserva Brut Nature Reserva de la Familia,"This cava is a real show stopper. I had it while in a penthouse hotel room in NYC. I say that to let you know that it' a great wine when you want to be fancy AF, yet your pocketbook is like ""I don't think so"".  Since it's cava it's made in the Chanpagne method. The wine is a ovely pale gold color with aromas of peaches, apples, and toast. It's very good friendly. If you are looking for an affordable sparkling wine for your anniversary shindig or wedding, this is so the one!",4.0
905,Cava Gran Reserva Brut Nature Reserva de la Familia,"A very good nonvintage cava with typical easty aromes, med plus acidity, med alcohol, med plus finish, a good starter with caviar or spanish hamon",4.0
906,Cava Gran Reserva Brut Nature Reserva de la Familia,"Ripe fruit, biscuit, honey. Dry but juicy. A little earthy. Medium acidity with a medium to long finish with caramel notes pronounced on the palate. ",4.0
907,Cava Gran Reserva Brut Nature Reserva de la Familia,"Yummy Cava. Pear, lemon, and some honeysuckle round out the profile. Dried apricots as it warms slightly with some slight earthy tones.
",4.0
908,Cava Gran Reserva Brut Nature Reserva de la Familia,Very crispy with citrusy and green apple notes. Good value for money. Suitable together with Eurovision Song Contest Final for example :),4.0
909,Cava Gran Reserva Brut Nature Reserva de la Familia,"3.9. Nice , drier, more complex cabs than the norm. Lots of fun mineral and tannins. Dry as hell. Would be awesome with oysters. ",4.0
910,Cava Gran Reserva Brut Nature Reserva de la Familia,"Initially overripe red apples, developing into pencil shavings and rubber. Long finish, sharp mousse. Very surprising experience!",4.0
911,Cava Gran Reserva Brut Nature Reserva de la Familia,Very sold cava medium acidity flavors of apple 🍎 pear 🍐 but dry and crisp.  Small bubbles 🍾 and extra points for the price good bang for the buck.,4.0
912,Cava Gran Reserva Brut Nature Reserva de la Familia,Spanish holiday wines - continues to be on my list of good value sparkling wines.  Super crisp with notes of oxidation a La Champagne. 90p,4.0
913,Cava Gran Reserva Brut Nature Reserva de la Familia,"A perfect Cava. Yellow and gold color, delicate fizz, kiwi style tartness, more scone than yeast on the side of the tongue. Fun. ",3.9
914,Cava Gran Reserva Brut Nature Reserva de la Familia,"Very good cava for welcome drink with some oysrers or canape,nice,elegant 
fresh cava,  dry with nice aromas on nose and good bubbles . ",4.0
915,Cava Gran Reserva Brut Nature Reserva de la Familia,"Full of brioche, red apple, and light white flowers. Also some lemon nuances. Bright and refreshing with good minerality and light bitterness 👍🏼🇪🇸",4.0
916,Cava Gran Reserva Brut Nature Reserva de la Familia,3.5 Very dry. Almost a sour aftertaste as no sugar.  Cuts thru oysters too much...sourish aftertaste...doesn't pair well.  Wonder what it pairs with? ,4.0
917,Cava Gran Reserva Brut Nature Reserva de la Familia,Loved this wine. Bubbles a little fat but a really nice flavor of yeast and pepper. I bought this on sale for about $10 so it was a wonderful bargain. ,4.0
918,Cava Gran Reserva Brut Nature Reserva de la Familia,Very nice bubbles from Spain. Nice depth and firm fizz but also a lot of fruit. Tropical fruit like pineapple and mango and then a few gooseberries. Lovely bubble.,4.0
919,Cava Gran Reserva Brut Nature Reserva de la Familia,I’m on a cava kick right now.  This one has just the right balance of sweet.  Bubbles aren’t overpowering.   Good acidity with a nice citrusy finish. ,4.0
920,Cava Gran Reserva Brut Nature Reserva de la Familia,"A very nice complex cava, definetly worth trying.  raisins on the nose.  Notes of citrus, apple, honey, and fruit fruit fruit.  Ripe fruit when a little warmer. buttery end.",4.0
921,Cava Gran Reserva Brut Nature Reserva de la Familia,"Clear, pale gold. Clean, medium intensity aroma of grapefruit, lemon, toast, almond and herbs. Dry, high acidity, medium body and long finish. Excellent balance, complex and very good quality. ",4.0
922,Cava Gran Reserva Brut Nature Reserva de la Familia,"Welcome drink at outstanding party last night. So refreshing, perfectly dry with mild floral aromas. Bubbly elixir. Blend of grapes. Catalonian Cava. An best of all, flowed all night long!",4.0
923,Cava Gran Reserva Brut Nature Reserva de la Familia,"Apples, pears, grapefruit, nectarines & white peaches all at peace. Dressed up. With music. Together. At an aromatic gathering and lots of 'dirty fruity' dancing on a magnesium & calcium tiled dance floor! There are white flowers too...and bits of toast flying through the air!?!
(Free running) juices are flowing... Macabeo, Parellada, Xarel-Lo dance steps are alternating at equal measure - perfectly synchronised.
Crisp & elegant (within the cava category..). There's a good cava for a change! 
3.8⭐",4.0
924,Cava Gran Reserva Brut Nature Reserva de la Familia,"$17 @ RH Restaurant...paying for the vibes but stellar cava! Not surprised by the number of reviews for this one. Would drink again. Mineral, brioche, toast, yeast and hints of pear, apple,citrus. Big fizz on this one, really excellent. Reminds me of champagne without the price tag.",4.0
925,Cava Gran Reserva Brut Nature Reserva de la Familia,"Very well balanced Cava from Juve y Camps. One often hears that cavas from this producer is too heavy to drink on its on and that some some finger-food is necessary but to me it was light and fresh enough to be drunk as is. Nice composition as not too much of anything  (acidity, sweetness, body) - rather just right. Maybe a little on the steep side pricewise.",4.0
926,Cava Gran Reserva Brut Nature Reserva de la Familia,"Full bodied for a cava, yeasty, some lush stone fruit flavors. Fairly dry, and holds up to a lot of food (especially great with seafood tapas). Makes us think of sitting on the roof near Plaza Mayor. ",4.0
927,Cava Gran Reserva Brut Nature Reserva de la Familia,"Delicate bubbles giving a nice mousse in the mouth. The fruity bouquet with a hint of smoke is very sophisticated.
The dry taste is complex with fresh fruit like watermelon, flowers, perfume, a little bitterness and a hint of smoke. The dry finish presents a balanced bitterness together with fruit and flowers. ",4.0
928,Cava Gran Reserva Brut Nature Reserva de la Familia,"Pale gold in color, this Cava has aromas of ripe white peaches, toasted light bread with hints of lemon citrus and apricots. The palate is rich and broad with flavors of green apple, jasmine green tea and toasted almonds.",4.0
929,Cava Gran Reserva Brut Nature Reserva de la Familia,"Good Cava made with Xarello , Macabeo and Parellada. Pale straw yellow in color and fine bubbles. Green apple, lime, and toasted notes on the nose. Refreshing crispy acidity, dry, with fruit and mineral notes in the mouth. Very good paired with baked French Vacherin Mont D'Or cheese! ",4.0
930,Cava Gran Reserva Brut Nature Reserva de la Familia,"I enjoyed this Cava, although I could imagine it being a love-or-hate kind of experience with its savory nature. 12% alcohol. Clear pale lemon color. Medium- intensity nose with basil, fennel, sweet lemon, and golden apple. Dry with medium+ acidity, medium body, and medium- tannins. Medium intensity flavors of fennel, herbs, golden apple, and almond. Medium+ finish length. (2019)",4.0
931,Cava Gran Reserva Brut Nature Reserva de la Familia,"Classic!

Medium yellow color with fine bubbles.

Yeast, quince, clavados, apple, spices and some oak notes.

Nice acidity and fizziness. Medium astringency and long finish with yeast, quince and oaky and mineral aftertaste.",4.0
932,Cava Gran Reserva Brut Nature Reserva de la Familia,"Hot tub #bubblyslutting in Lake Tahoe, CA.

Flavors of pears, apples, and nectarines.  Crisp and refreshing Cava with delicate bubbles in syncopation with the hot tub bubbles.  Life is good today👍👍🍷🍷🎶",4.0
933,Cava Gran Reserva Brut Nature Reserva de la Familia,"Great value for money. Bought in the supermarket in Spain. Excellent vintage Gran Réserva cava

🍇 macabeo, xarel-lo, parallada, chardonnay

👁 clear, lemon, pale intensity

👃🏻 clean, med intensity, developing
Primary: lemon, melon, grass
Secondary: butter, cream (lees)
Tertiary: honey

👅 dry, high acidity, med body, med+ intensity, med alcohol, med finish
Primary: lemon, white peach, apple
Secondary:  toast cream
Tertiary: honey,  almond

⚖️ 83/100, balance+, length0, intensity+, complexity+. Ok now, can age
",4.0
934,Cava Gran Reserva Brut Nature Reserva de la Familia,"Flavors of Fresh apricots, lemon zest, mineral, lychee, bread dough, Jonathan apple, papaya, white flowers and fennel.",4.0
935,Cava Gran Reserva Brut Nature Reserva de la Familia,"Magnum bottle, in te nose: yeast, citric notes, fresh. Pallet: similar, a bit dominant acidity. All in all very good.",3.9
936,Cava Gran Reserva Brut Nature Reserva de la Familia,"Granny Smith apple, light brioche, nice mouse with a palate of baked apple crumble and some lavender. ",4.0
937,Cava Gran Reserva Brut Nature Reserva de la Familia,We are not familiar with Cava in general but this is a very drinkable sparkling wine and I’d happily buy it again. ,4.0
938,Cava Gran Reserva Brut Nature Reserva de la Familia,"A characteristically dry, solid and high quality cava. Chalk, brioche, toast. Persistant and rich in bubbles. ",4.0
939,Cava Gran Reserva Brut Nature Reserva de la Familia,"Nice cava, goes great with both fat and pickled fish tapas, pecorino cheese. Apples, citrus, pleasant long finish ",4.0
940,Cava Gran Reserva Brut Nature Reserva de la Familia,"Great nose of bread and limes, deep well structured with good acidity, tropical with long finish... great birthday wine ",4.0
941,Cava Gran Reserva Brut Nature Reserva de la Familia,"I am not a big cava fan yet I like this one, very fresh with lots of lime, mineral and a touch of summer fruit, nice bubbles crispy finish. My score 87, drink when you feel bubbly ",3.5
942,Cava Gran Reserva Brut Nature Reserva de la Familia,40th anniversary. Still gorgeous June18,4.0
943,Cava Gran Reserva Brut Nature Reserva de la Familia,Lovely crisp start to our exploration of Spanish wines,3.9
944,Cava Gran Reserva Brut Nature Reserva de la Familia,"Always good this Cava. Fresh, dry, tropical fruits. Very good choice to impress on dates.",4.0
945,Cava Gran Reserva Brut Nature Reserva de la Familia,"3.9 greasy, smooth, less soaky than other cavas",4.0
946,Cava Gran Reserva Brut Nature Reserva de la Familia,Pretty decent. Just not in my top 5 cavas,4.0
947,Cava Gran Reserva Brut Nature Reserva de la Familia,A great cava! Dry and fine bubbles. Hints of pear and citrus. Smooth and elegant.,4.0
948,Cava Gran Reserva Brut Nature Reserva de la Familia,"Welcome to Spain!
Great drop - more pls ",4.0
949,Cava Gran Reserva Brut Nature Reserva de la Familia,Excellent value. Dry with good aftertaste. ,4.0
950,Chardonnay 2018,"4.3⭐️ Delicious Chardonnay from this famous house. Chamomile, anis, orange zest, deft oak notes and beautiful texture. ",4.5
951,Chardonnay 2018,"Fragrant nose of apples, citrus. Flavourful, mouth-filling. Grapefruit, pears, peach, slightly sweet. Ending with oak Nice long finish.",4.5
952,Chardonnay 2018,Phenomenally buttery. Pineapple and three fruit on the nose. Straw yellow.Medium alcohol and medium acidity. A wonderful wine. ,4.5
953,Chardonnay 2018,"As buttery as the 17’ vintage and as generously rated by James Suckling (one notch below), 97 pts. Otherwise WA93, AG93, TA93, DES93.",4.3
954,Chardonnay 2018,"Nose of yellow apple, salty toffee, popcorn, citrus and minerality. Taste of citrus, minerality, butter, licorice, wax and pear. ",4.5
955,Chardonnay 2018,"Pale yellow.  Baking spice, rose petal on the nose.  Medium body with stone fruit, oak, honey.  Layered and complex.  Long finish.",4.5
956,Chardonnay 2018,"Just love this stuff. Oak, butter, Macintosh apple, honey on the nose. Crisp, tart acidity. Lemon pith notes with a long apple finish. ",4.5
957,Chardonnay 2018,Light golden color. Vanilla and hazelnut on the nose and palate. Nice finish. With each sip I kept thinking “wow this is really good “. Great value. ,4.5
958,Chardonnay 2018,"really really great and especially with the meal! very california and a little different at the same time, cool mix and great taste!",4.5
959,Chardonnay 2018,"Great tasting Chardonnay with flavors of pear, green apple, cherry, and toasted peanut. The color is light pale yellow and so good drinking it cold. ",4.5
960,Chardonnay 2018,"Soft Creamy buttery almond light effervescent on the initial taste with a bit of spice that mellows and gets complex after 
Fruit 3
Herb 2
Tannin 3 ",4.5
961,Chardonnay 2018,"4.25 perhaps. Apple, then more Chardonnay like flavors. Tasted nutmeg/tiramisu when I paired it with the TJs caramelized onion cheese 🤯",4.5
962,Chardonnay 2018,"Translucent yellow with floral notes. Vanilla, stone, herbs, all come together in a good structure and long finish. Lindo! Exceptional value!",4.5
963,Chardonnay 2018,"Very good to outstanding chardonnay 
Fruity, oak, yeast, nutty aromas,
Almonds, grapefruits on the finish
High acidity, long finish",4.5
964,Chardonnay 2018,"Great wine! 👁 gold yellow color. 👃 lime, pineapple and some hints of vanilla. 👅 dry, buttery, medium body, medium-high accidity, long aftertaste. ",4.3
